Username,Tweet,Negative Count,Positive Count,Label
LANGKAHANIES,"Semoga Allah SWT kabulkan
Doa doa beliau dan seluruh keluarganya
Semoga Allah SWT kabulkan
Beliau @aniesbaswedan Jadi Presiden tahun 2024 https://t.co/X0kg28lueB",0,2,Positive
don_muzakir_,"Momen Menteri Pertahanan RI Prabowo Subianto @prabowo, menghadiri pameran kedirgantaraan Paris Air Show 2023 di Le Bourget, utara Paris, Prancis.

@indonesiainparis
@franceenindonesie

#PRABOWOUNTUKINDONESIA

#prabowosubianto #prabowomenhan #gerindra #gerindramenang #prabowo https://t.co/SFK73uJwzs",0,2,Positive
Kemhan_RI,"Menhan Prabowo menyampaikan penegasannya, Indonesia memerlukan generasi muda yg menguasai ilmu pengetahuan &amp; teknologi juga sains, untuk mewujudkan kesejahteraan &amp; kemakmuran bangsa. 

#Jokowi #Jokowidodo #Prabowo #PrabowoSubianto #MenhanPrabowo #Kemhan #KemhanRI #PMIISolo #Solo",0,1,Positive
bengkeldodo,"Pak Prabowo hadiri puncak acara Harlah PMII ke-63 di Solo

pesan #prabowosubianto :
Generasi muda berjuang demi kemakmuran Indonesia

@prabowo
@pmii https://t.co/n2kcjsdYiw",0,1,Positive
budi11122233,"Yang model beginian mau memimpin negara, mana cocok!! Turu mase turu

#PrabowoSubianto #Prabowo #Prabowo2024 #TolakPrabowo https://t.co/Lh2rcqMRpl",0,0,Neutral
AuisGrand,"Ketua Umum Gerindra Prabowo Subianto kembali menerima sambutan hangat dari sukarelawan pendukung Wali Kota Surakarta Gibran Rakabuming Raka. Namun, Gibran mengaku tak memberi arahan kepada sukarelawannya.

https://t.co/5fRKKoj2PF",0,3,Positive
weloveganjar,"Selalu ada cerita seru dan yang dapat mengocok perut anda ketika melihat kedekatan Ganjar Pranowo dengan warga. 

#MEnangkanGAnjar #GenerasiGotongRoyong #sahabatganjar #ganjarpranowo #ganjar https://t.co/PVVwgncq1v",0,0,Neutral
tvOneNews,"Ganjar Pranowo Tiba di GBK, Ikut Hadiri Peringatan Puncak Bulan Bung Karno https://t.co/BYuvL1esiX",0,0,Neutral
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/LaV58Oppsp",0,0,Neutral
Mikalesun,@Metro_TV @ganjarpranowo @aniesbaswedan Menyaingi Min? Bukannya bacapres boss lu elektabilitasnya makin nyungsep tiap survey2 lembaga survey kredible????,0,0,Neutral
AdrianaDaneen,"Didampingi di Acara PMII, Prabowo Sebut Gibran Pemimpin Hari Ini ... - SinPo #prabowo #prabowosubianto https://t.co/g6uSf1CyLT",0,0,Neutral
CantikMaskur,@Cozillar_Reborn @Metro_TV @ganjarpranowo @aniesbaswedan 🤔🤣🤣🤣,0,0,Neutral
_qaireen084,"@Melpi72 @choymarkochoy @makhluk_62 @MuhiqR @Mayapada0812 @abylio_sidiq @a_rogansi @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Ko labeli?.
Lah doi ngaku sendiri kok.
Aneh aja kamu bong.",1,0,Negative
ArthaArtha15,"@ch_chotimah2 @Munir_Timur @ganjarpranowo @aniesbaswedan vs @ganjarpranowo 
JKT 2017-2022;
-Perkotaan:
3,77%-4,61%=(+) 0,84%
Jateng 2017-2022;
-Perkotaan:
11,21%-10,02%(-)1,19%
-Pedesaan:
14,77%-12,05%(-)2,72%

Ganjar selama 10thn;
-Perkotaan:
12,53%-10,02%=(-)2,51%
-Pedesaan:
16,05%-12,05%=(-)4%

https://t.co/OHDyb7wxgp",0,0,Neutral
Mikalesun,@Metro_TV @ganjarpranowo @aniesbaswedan Menyaingi Min? Bukannya bacapres boss lu elektabilitasnya makin nyungsep tiap survey2 lembaga survey kredible????,0,0,Neutral
adhistya_p,@ganjarpranowo Aamiin 🤲,0,0,Neutral
inilahdotcom,Ketua Umum Partai Gerindra Prabowo Subianto mengungkapkan duka mendalam atas meninggalnya kehilangan dengan meninggalnya rekan satu partainya Desmond J Mahesa. Prabowo mengenang almarhum sebagai sosok aktivis yang berjuang bersamanya dalam membangun… https://t.co/ettfWeER38,2,0,Negative
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/4IauLxAbSo",0,0,Neutral
liputan6dotcom,Prabowo Subianto Melayat ke Rumah Duka Desmond J Mahesa https://t.co/CUaTHDAw29,1,0,Negative
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/4l7lAzgqzF",0,0,Neutral
Blandong_99,@Naraciaga13 @Heraloebss @prabowo @aniesbaswedan @ganjarpranowo @jokowi Kok minusnya pak Ganjar belum disebut.?,1,0,Negative
AdrianaDaneen,Momen Prabowo Diminta Para Kader PMII Tak Berhenti Pidato ... - SinPo #prabowo #prabowosubianto https://t.co/VnCXIr4myn,0,0,Neutral
agusmll1,Prabowo Unggah Momen Akrab Menteri Jokowi di Tasyakuran Kaesang-Erina - Detikcom #prabowo #prabowosubianto #jokowi https://t.co/SFifhbIWtV,0,1,Positive
LinaIndriyant1,@Lembayung071 @ganjarpranowo Mari jadikan #GarudaMendunia 🇲🇨🇲🇨,0,0,Neutral
JokoWah33372742,@Cozillar_Reborn @Metro_TV @ganjarpranowo @aniesbaswedan lebay bngt brtanya emng ru sx q ya....ibadh aja di buat narasi kejang2 lwnya....mngkn nnt di nshti...jk jd presden agar paham khlafah di hkm pancung..,0,0,Neutral
weloveganjar,"Dari kisah ini, bahwa banyak masyarakat yang merespon Ganjar Pranowo dengan sikap yang unik-unik mulai dari yang berjabat tangan, bermain kuis, hingga menyanyi.

#MEnangkanGAnjar #GenerasiGotongRoyong #sahabatganjar #ganjarpranowo #ganjar https://t.co/4shVwRDnK1",0,1,Positive
NanangsbB,@AgungBha @marlina_idha @aniesbaswedan Maksudnya?,0,0,Neutral
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/t0dYQcrhJ5",0,0,Neutral
satriamadang88,"biar nanti #prabowosubianto  aja yg beresin, gubernurnya suruh lari aja ke planet namex.",1,0,Negative
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/DI6HOeNMTQ",0,0,Neutral
goentz1,"""Setuju?"" tanya Prabowo.

""Setuju,"" jawab para mahasiswa kader PMII yang hadir.

#KitaSemuaBetsatu
Prabowo Subianto",0,0,Neutral
Melpi72,"@choymarkochoy @makhluk_62 @MuhiqR @Mayapada0812 @abylio_sidiq @a_rogansi @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @_qaireen084 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Justru Krn saya muslim, TDK akan saya biarkan anda melabeli sesama muslim dgn bokep. Siapa yg menghalalkan yg diharamkan hah...??? Katroook....katrookk, saya sudah bilang masalah bokep itu sesuatu yg harus dijaga agar TDK merusak norma kesusilaan.",4,1,Negative
nawisus72,@marlina_idha @aniesbaswedan Lanjoot msuk ka'bah ????,0,0,Neutral
kanalperspektif,"Namun yang menjadi menarik. Kesemua calon itu memang memiliki kuasanya masing-masing. Misalnya saja, Prabowo Subianto. Pemegang kendali pimpinan partai garuda itu punya kans tinggi untuk memenangkan pertarungan akbar itu.",0,2,Positive
detikcom,"Ketua Umum Partai Gerindra Prabowo Subianto melayat ke rumah duka Wakil Ketua Komisi III DPR RI Fraksi Partai Gerindra Desmond Junaidi Mahesa.

https://t.co/UeG76Miy2g",1,0,Negative
naamasss,dalam peringatan ini mari satukan diri dan #K3palkanTanganPersatuan Untuk Indonesia Raya yang lebih merdeka! dukung ganjar pranowo sebagai presiden 2024 ✨ https://t.co/d4n0Al6qZP,0,1,Positive
Jelli_cent,@Feerareal @ganjarpranowo 👍,0,0,Neutral
ElfizaEnny,"@TLPS08 @prabowo @aniesbaswedan @ganjarpranowo @Alie_Fahnoor @AlmaghribiS @anaktermudaa @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Ndons_Back @KhoirilAnwar_ @yoyokdenbagoes Bagaimana kalau:
1. Presiden RI         @aniesbaswedan 
2. Bapak Bangsa @prabowo
3. Bisa Menpora    @ganjarpranowo
Ini mungkin akan lebih baik.",0,2,Positive
Kemhan_RI,"Momen Menteri Pertahanan Prabowo Subianto @prabowo mewakili Presiden RI Joko Widodo @jokowi, menghadiri Peringatan Hari Lahir ke-63 PMII, di Benteng Vastenburg Solo, Jawa Tengah, Jumat (23/6). https://t.co/q0aBAeAv53",0,1,Positive
one_sach97004,@Dave_Chandra @Sutrisn11901147 @Agus52643021 @Metro_TV @ganjarpranowo @aniesbaswedan Coba tanya pejabat setempat knp kawin kontrak bisa terjadi.,0,1,Positive
Siluman_Esemka,"@majikipe_dul777 @ganjarpranowo Sudah menjadi budaya, memberi Umpan buat para cebong saat pencalonan.",0,0,Neutral
goentz1,"Prabowo meminta agar para mahasiswa dapat memanfaatkannya dengan baik untuk menjadi modal bagi pembangunan bangsa Indonesia. 

#KitaSemuaBersatu 
Prabowo Subianto",0,1,Positive
JokoWah33372742,@Cozillar_Reborn @Metro_TV @ganjarpranowo @aniesbaswedan lebay bngt brtanya emng ru sx q ya....ibadh aja di buat narasi kejang2 lwnya....mngkn nnt di nshti...jk jd presden agar paham khlafah di hkm pancung..,0,0,Neutral
RadioElshinta,"Ketua Umum Partai Gerindra Prabowo Subianto takziah ke rumah duka Alm Desmond Mahesa dikawasan Ragunan Jaksel. Prabowo menyebut Alm Desmond Mahesa adalah orang yang sama sama membangun Partai Gerindra sejak awal dibentuk. Prabowo mengatakan semoga keluarga yang ditinggalkan diberikan ketabahan. 🎥Hub 
#BeritaElshinta",2,2,Neutral
rahmatramadhayt,Diluar Nalar dan tak masuk akal sosok Prabowo Subianto https://t.co/ltUez9sAZU,0,0,Neutral
ayulestarii8140,@Ganjaran_app @ganjarpranowo Semogah kita terus  kompak dan memeper kembang budayah kita.,0,1,Positive
prabuaksobya64,@Metro_TV @ganjarpranowo @aniesbaswedan 😀😀😀😀😀😀😀 yg bingung itu  Om Bewok... Bukan ganjar... Hahaha ngimpi lo.. Metro,2,0,Negative
seranagabriella,"@Ganjaran_app @ganjarpranowo Sanggat meria budaya"" kita sanggat bayak kita jaga dan lestarikan budah kita.",0,0,Neutral
goentz1,"Prabowo yang  didampingi oleh Walikota Solo Gibran Rakabuming  Raka, sempat menyebutkan bahwa sosok Walikota Solo tsb sebagai sosok pemimpin hari ini dan masa depan.

#KitaSemuaBetsatu
Prabowo Subianto https://t.co/mTceu5sDvp",0,0,Neutral
momotaro7106,@Hypatia212 @Heraloebss @prabowo @aniesbaswedan @ganjarpranowo @jokowi https://t.co/GlKHgruz3p,0,0,Neutral
budi11122233,"Yang model beginian mau memimpin negara, mana cocok!! Turu mase turu

#PrabowoSubianto #Prabowo #Prabowo2024 #TolakPrabowo https://t.co/MBzwnkKbZh",0,0,Neutral
Blandong_99,@Naraciaga13 @Heraloebss @prabowo @aniesbaswedan @ganjarpranowo @jokowi Kok minusnya pak Ganjar belum disebut.?,1,0,Negative
e100ss,"Ganjar Pranowo Hadiri Peringatan Puncak Bulan Bung Karno
https://t.co/sBfVSSBSbW",0,0,Neutral
RwienH,@ganjarpranowo RIP kang desmon....,0,0,Neutral
detikcom,Menteri Pertahanan Prabowo Subianto menyebut Wali Kota Solo Gibran Rakabuming Raka sebagai pemimpin masa depan. Berikut momennya⤵️ https://t.co/Negl3FPtBr,0,0,Neutral
Viikar_0,@Hanif_AF @ganjarpranowo @officialJKT48 @AndalasGuy03_ lu mana ger,0,0,Neutral
AnthonyLuhulim4,"@Metro_TV @ganjarpranowo @aniesbaswedan Ganjar bingung karena Pendampingnya semua keren, kalau Anies belum dapat pendamping karena semua ndak mau jadi pendamping Anies kecuali Anak baru belajar AHY.",1,1,Neutral
weloveganjar,"Kali ini, ada seorang bocah asal Nganjuk yang bikin calon presiden rambut putih itu geregetan didepan ribuan massa.

#MEnangkanGAnjar #GenerasiGotongRoyong #sahabatganjar #ganjarpranowo #ganjar https://t.co/6wtNBLP0xX",1,1,Neutral
dedy_gl100,"Kecurangan Anies Baswedan saat merebut jabatan Rektor Paramadina adalah bukti sifat aslinya

#TolakAnies #TolakPolitikPencitraan #TenggelamkanAnies https://t.co/RYqvNf5otT",1,0,Negative
susanto_tri22,@TeddGus @aniesbaswedan @dennyindrayana https://t.co/z5FbadqsmJ,0,0,Neutral
ahmadkdafi,@kadrun_pekok @Sukardi2017 @aniesbaswedan So tau lo,0,0,Neutral
Mayapada0812,@Melpi72 @makhluk_62 @MuhiqR @abylio_sidiq @a_rogansi @choymarkochoy @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @_qaireen084 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Stabil.kali bong https://t.co/Dfhf5VK0Sc,0,0,Neutral
mahalin62,Diluar Nalar dan Tak Masuk Akal Sosok Prabowo Subianto. #TolakPrabowo https://t.co/iEMzbUh2UZ,0,0,Neutral
Sigmahalim,"@Hypatia212 @Heraloebss @prabowo @aniesbaswedan @ganjarpranowo @jokowi Ini adlh alasan paling tepat. Anies menghentikan reklamasi dgn alasan yg masuk akal dan objektif, reklamasi melanggar aturan.
Langkah penghentian berdasarkan aturan ini adalah keberanian luar biasa di era saat ini, di era dimana  keberanian melanggar aturan justru mendapat pujian",5,1,Negative
AdrianaDaneen,Gaharu: Kita Akan Kembali Menangkan Prabowo Subianto di Kabupaten Lahat - https://t.co/3lNnTVty8L - https://t.co/9tUApaLT9W #prabowo #prabowosubianto https://t.co/24wCKR5XkA,0,1,Positive
wal_hasbi,@prabowo @rama_hidayat @prabowosubianto Login slur,0,0,Neutral
nanieya1399,"@Metro_TV @ganjarpranowo @aniesbaswedan Menjadi President bukan buat saingi menyaingi sesiapapun, tapi Memajukan Negara &amp; Bangsa ngga sundar sindir sama pesaing. Fokus gimana nanti klo jadi president : visi &amp; misi sesuai statement nya masing², jgn  *omdo janji² sebelum jd president. 🤨🤔🙄😐",3,2,Negative
goentz1,"Ini adalah masa depan kita dan ini hanya bisa datang dari saudara-saudara kalian,” ujar Prabowo 

#KitaSemuaBersatu 
Prabowo Subianto https://t.co/yQwFDuNzqe",1,1,Neutral
NanangsbB,@wondo_shati @marlina_idha @aniesbaswedan Komenmu ada unsur nyinyir,1,0,Negative
AdamTraor,Rencana Ijtima Ulama pascapertemuan Jokowi-Prabowo: Akankah Prabowo kehilangan dukungan PA 212? - BBC News Indonesia #Prabowo #Jokowi #PrabowoSubianto https://t.co/28TV27OtSh,1,1,Neutral
aksara_swara,@Metro_TV @ganjarpranowo @aniesbaswedan Halu n delu,0,0,Neutral
jakelaregrage,@Sukardi2017 @aniesbaswedan Sukardi : SukarDi ajak pinter🤣🤣,0,0,Neutral
sarah_enjeuLL,@arya_dhena @aniesbaswedan 🤣😋,0,0,Neutral
AndalasGuy03_,@Viikar_0 @Hanif_AF @ganjarpranowo @officialJKT48 Gw gerindra 🗿,0,0,Neutral
zip88zing,@Metro_TV @ganjarpranowo @aniesbaswedan Metro menipu diri sendiri.,1,0,Negative
_qaireen084,"@Melpi72 @choymarkochoy @makhluk_62 @MuhiqR @Mayapada0812 @abylio_sidiq @a_rogansi @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Mana yg berupa tuduhan?.
Halu banget kamu.
Dia ngaku di sebuah podcast yg bisa di tonton se Indonesia kok.",0,2,Positive
Melpi72,"@choymarkochoy @makhluk_62 @MuhiqR @Mayapada0812 @abylio_sidiq @a_rogansi @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @_qaireen084 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Anda seolah men-tabukan masalah bokep, tapi anda biarkan para kadrun² liar melontarkan tuduhan² bokep padahal itu menjijikkan. Itu lah kemunafikan para kadrun....",4,0,Negative
budi11122233,"Yang model beginian mau memimpin negara, mana cocok!! Turu mase turu

#PrabowoSubianto #Prabowo #Prabowo2024 #TolakPrabowo https://t.co/wN6O9wzv53",0,0,Neutral
KompasTV,"Datang Bergantian, Ganjar Pranowo dan Prabowo Subianto Melayat ke Rumah Duka Desmond J Mahesa https://t.co/upAJNDIrdZ",1,0,Negative
Sal_mr12,@balenciagka @ganjarpranowo @Ganjaran_app Orang tua yg hebat,0,1,Positive
goentz1,"dan tidak terus menerus menjadi negara menengah. Kita ingin menjadi negara maju seperti cita-cita kita sekalian,” pungkas Prabowo.

#KitaSemuaBersatu 
Prabowo Subianto",1,2,Positive
goentz1,"“Lanjut Pak, Lanjut!” seru para mahasiswa dan kader PMII kepada Prabowo.

#KitaSemuaBersatu
Prabowo Subianto https://t.co/3QlMGRIygK",0,0,Neutral
kacaspion__,@NenkMonica @aniesbaswedan BLOON 🤣🤣🤣🤣,0,0,Neutral
hariankompas,"Ketua Umum Gerindra Prabowo Subianto kembali menerima sambutan hangat dari sukarelawan pendukung Wali Kota Surakarta Gibran Rakabuming Raka. Namun, Gibran mengaku tak memberi arahan kepada sukarelawannya. #Nusantara #AdadiKompas #Kompas58

 https://t.co/NjwGPXCVCw",0,3,Positive
20detik,Prabowo Subianto Kenang Perjuangan Desmond Besarkan Partai Gerindra https://t.co/s0NFuTlRum,0,0,Neutral
GanjarPranowoo,"Selalu ada cerita seru dan yang dapat mengocok perut anda ketika melihat kedekatan Ganjar Pranowo dengan warga. 

#MEnangkanGAnjar #GenerasiGotongRoyong #sahabatganjar #ganjarpranowo #ganjar https://t.co/oLbUz4dFo0",0,0,Neutral
tvOneNews,"Digadang Bakal Cawapres Ganjar Pranowo, Sandiaga Uno Malah Tak Hadir Peringatan Puncak BBK https://t.co/e7px9Gr5Ge",0,0,Neutral
abishaqueena89,"@Metro_TV @ganjarpranowo @aniesbaswedan Pk,Mahfud MD yg cocok dampingi pk,ganjar",0,1,Positive
seirraanc,@Ganjaran_app @ganjarpranowo App tentang perjuangan pak Ganjar nih,0,0,Neutral
gtobing2903,"Buat pendukung @aniesbaswedan tolong jgn lagi buat aksi ketololan ya ttg piala dunia 
Bgtupun pak @ganjarpranowo @PDI_Perjuangan jgn pada teriak soal apapun jgn rusak suasana 
Bgtupun @MUIPusat @PKSejahtera congor kalian jgn bacot soal LGBT dan masalah Rusia 
🙏🙏🙏 https://t.co/r8D6TF91FE",8,0,Negative
HmfaqihA,"Apa keberhasilan dari Menteri Pertahanan Indonesia bapak Prabowo Subianto ?
Jawabnya : Berhasil membeli 12 Pesawat tempur Bekas Qatar jenis Mirage 2000-5.
Prabowo Subianto merupakan Menteri Pertahanan yg handal dan tegas serta tidak mudah marah.
Salut dengan Prabowo",1,6,Positive
ngopibareng_id,"Pasar Warakas di Tanjung Priok Jakarta Utara mendadak ramai, Sabtu 24 Juni 2023 pagi. Para pedagang dan penjual dihebohkan kedatangan Ganjar Pranowo https://t.co/Qy70jPTu0l",1,0,Negative
jonputradmc,"Kedekatan Jokowi dan Prabowo Semakin Jelas di Mata Publik,... - telusur #jokowi #prabowo #PrabowoSubianto https://t.co/Dgn594REJT",0,1,Positive
f4thur77,@gtobing2903 @aniesbaswedan @ganjarpranowo @PDI_Perjuangan @MUIPusat @PKSejahtera Wkwkwkwk,0,0,Neutral
goentz1,"Prabowo pun menanyakan kepada para kader PMII apakah mereka setuju dengan pernyataan tersebut.

#KitaSemuaBetsatu
Prabowo Subianto",0,1,Positive
arya_dhena,@sarah_enjeuLL @aniesbaswedan Katanya alat transportasi pake kaki koq mercy,0,0,Neutral
Sal_mr12,@Ganjaran_app @ganjarpranowo Jangan lupa #DownloadGanjaranApp,2,0,Negative
HiJas81817843,@Cozillar_Reborn @Metro_TV @ganjarpranowo @aniesbaswedan Mantap tv nya 👍😂,0,1,Positive
ArthaArtha15,"@ch_chotimah2 @Munir_Timur @ganjarpranowo @aniesbaswedan APBD DKI 3kli lipat lebih besar dari Jateng, dan penduduk Jateng 3kali lipat lebih banyak dari DKI , seharusnya angka kemiskinan Jateng naik dibandingkan DKI, masak APBD lebih dikit dan penduduknya lebih banyak malah turun angka kemiskinannya 😏 benar gk bang @Munir_Timur ?",3,4,Positive
bengkeldodo,"@jatmiko99604253 ya bingung 
.... sana dan sini serang semua .. 

tapi doakan saja semoga mereka segera sadar dan bergabung bersama #prabowosubianto",2,4,Positive
ahmadkdafi,"@Sukardi2017 @aniesbaswedan Di tempat lo tinggal gak ada guru atau kiyai gitu yg ngajarin lo ilmu agama?
Sampai lo berani bikin pernyataan spt ini.",1,1,Neutral
Jelli_cent,@Amotsky @ganjarpranowo 😂,0,0,Neutral
KompasKlasika,"Ketua Umum Gerindra Prabowo Subianto kembali menerima sambutan hangat dari sukarelawan pendukung Wali Kota Surakarta Gibran Rakabuming Raka. Namun, Gibran mengaku tak memberi arahan kepada sukarelawannya. #Nusantara #AdadiKompas #Kompas58

https://t.co/NUIEKc5lUQ",0,3,Positive
genx36545403,"@Bud_Cavalera @Kimberley_2024 @IMachjar Bagus deh..mending jauh jauh dari prabowo, kami pendukung prabowo subianto pun tidak rela dia merapat",1,1,Neutral
sarah_enjeuLL,@BambangRiy57271 @aniesbaswedan Npa lu kaingJing,0,0,Neutral
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/0m92GtkcFy",0,0,Neutral
Syapran_s,"@Metro_TV @ganjarpranowo @aniesbaswedan Sudah dapat cawapresnya, Kades WADAS",0,0,Neutral
xeinaals,@Ganjaran_app @ganjarpranowo Udah launching yaa,0,0,Neutral
dedy_gl100,"Kecurangan Anies Baswedan saat merebut jabatan Rektor Paramadina adalah bukti sifat aslinya

#TolakAnies #TolakPolitikPencitraan #TenggelamkanAnies https://t.co/p7IlnhGJIM",1,0,Negative
KM50toHell2,@CutSarina5 @aniesbaswedan TOLOL banget kamu kadrun wati,1,1,Neutral
andipadillah7,"@sarah_enjeuLL @aniesbaswedan Takut ya kalau pak anies jadi presiden dana untuk buzer di stop....
Takut jadi penganguran ya....",2,0,Negative
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/IUg35i63UM",0,0,Neutral
putri_lave,"Anies Baswedan telah melakukan pembohongan publik dan memanfaatkan ibadah suci Haji sebagai sarana politik keagamaan

#TolakAnies
#AniesGagal #AniesBaswedan #AniesAnjlok https://t.co/IrX7iaE3Ga",2,2,Neutral
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/eYjKJpOtwD",0,0,Neutral
PargoyID,Hati-Hati! Komplotan Pencuri HP Berkeliaran di PRJ 2023 https://t.co/JwPtH9uaVB #jokowi #aniesbaswedan #jktinfo #jktinformasi #jktterkini #prj2023 #jakartafair #beritahariini #beritaterkini #beritaterbaru #beritaviral #Siang,3,0,Negative
tribunkaltim,"Penyebab Desmond Mahesa Meninggal Dunia, Prabowo Subianto dan Gerindra Kehilangan Kader Terbaik
 
https://t.co/SaU2FXm6IY lewat @tribunkaltim 

#Desmond #gerindra #Prabowo",2,1,Negative
one_sach97004,@Dave_Chandra @Sutrisn11901147 @Agus52643021 @Metro_TV @ganjarpranowo @aniesbaswedan Coba tanya pejabat setempat knp kawin kontrak bisa terjadi.,0,1,Positive
Jelli_cent,"Jadi ikut semangat..💪

Melihat Ribuan masy &amp; Gen Z padati GBK u/ menghadiri Puncak Bulan Bung Karno 🤟

#sahabatganjar pun ikut bergerak nih.

Satukan tekad u/ #ganjarpranowo 🤟🇮🇩🤩 https://t.co/jNQ9yzow56",0,2,Positive
mithaaura5053,@kesiragerindra @kesiragerindra Prabowo Subianto Presiden RI,0,0,Neutral
_qaireen084,"@Melpi72 @choymarkochoy @makhluk_62 @MuhiqR @Mayapada0812 @abylio_sidiq @a_rogansi @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Heh goblok.
Apa yg mau diharapkan dr calon pemimpin seperti itu?.
Moralitas nya payah.
Dengan bangga dia mengumumkan itu kok.
Tolol lu.",1,1,Neutral
Nikmatul_Sg,"MasyaAllah, dibikin speechless. Doa ibu-ibu dan bapak-bapak di pasar buat @ganjarpranowo , smg bs meneruskan perjuangan pak @jokowi ya pak, dan amanah selalu.

Aamiin menyertai doa yg diucapkan mereka. Sehat selalu all🤗 https://t.co/0xfLol5W74",0,2,Positive
Syapran_s,@IlhamHusein12 @narkosun @ganjarpranowo 😁,0,0,Neutral
ElfizaEnny,"@TLPS08 @prabowo @aniesbaswedan @ganjarpranowo @Alie_Fahnoor @AlmaghribiS @anaktermudaa @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Ndons_Back @KhoirilAnwar_ @yoyokdenbagoes Bagaimana kalau:
1. Presiden RI         @aniesbaswedan 
2. Bapak Bangsa @prabowo
3. Bisa Menpora    @ganjarpranowo
Ini mungkin akan lebih baik.",0,2,Positive
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/gB4VMlksXm",0,0,Neutral
JohnAquinoo,@sarah_enjeuLL @DuniaFana251071 @aniesbaswedan WKWKWKWKWKWKWKWKWKWKW,0,0,Neutral
IlhamHusein12,@Syapran_s @narkosun @ganjarpranowo Bisa jadi om...wuahahahaha,0,1,Positive
nanieya1399,"@Metro_TV @ganjarpranowo @aniesbaswedan Menjadi President bukan buat saingi menyaingi sesiapapun, tapi Memajukan Negara &amp; Bangsa ngga sundar sindir sama pesaing. Fokus gimana nanti klo jadi president : visi &amp; misi sesuai statement nya masing², jgn  *omdo janji² sebelum jd president. 🤨🤔🙄😐",3,2,Negative
melisaslsbl,"@prabowo Sambutan Relawan Jokowi dan Gibran di Solo Hari ini.
Pak Prabowo bahkan sempat berbincang cukup lama disela-sela sambutan hangat tersebut.

#prabowo #prabowosubianto #Jawatengah #jokowi #jokowidodo #gibranrakabuming #dekade08 #mendingprabo...",1,2,Positive
GanjarPranowoo,"Dari kisah ini, bahwa banyak masyarakat yang merespon Ganjar Pranowo dengan sikap yang unik-unik mulai dari yang berjabat tangan, bermain kuis, hingga menyanyi.

#MEnangkanGAnjar #GenerasiGotongRoyong #sahabatganjar #ganjarpranowo #ganjar https://t.co/26LJeK4oW1",0,1,Positive
Deviezta08,@thelow_war @TriskiMr @prabowo08 @rama_hidayat @prabowo @prabowosubianto Kasih paham Bang 😁👏👏👏,0,1,Positive
sarah_enjeuLL,@BambangRiy57271 @aniesbaswedan Ga nanya,1,0,Negative
